Laptop,Status,Brand,Model,CPU,RAM,Storage,GPU,Screen,Touch,Final Price
"MSI GP76 Leopard 11UG-238ES Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,RTX 3070,17.3,No,1979
"MSI Modern 14 B10MW-215XES Intel Core i5-10210U/16GB/512GB SSD/14""",Refurbished,MSI,Modern,Intel Core i5,16,512,INTEL,14,No,588.29
"Dell Latitude E7450 Intel Core i5-5300U/8GB/256GB SSD/14""",Refurbished,Dell,Latitude,Intel Core i5,8,256,,14,No,448.99
"HP 250 G9 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,HP,250,Intel Core i7,16,512,INTEL,15.6,No,1057
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6"" Azul",New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,,15.6,No,531.34
"Acer Predator Helios 300 PH315-54-76XV Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Acer,Predator,Intel Core i7,16,1000,RTX 3060,15.6,No,1098.29
Dell Laptop,New,Dell,Gaming,Intel Core i5,8,256,NVDIA,15.6,No,1518
LenovoIdeaPad 320-15IKBNFull HD 1920x1080,New,Lenovo,IdeaPad 320-15IKBN,Intel Core i5,4GB,1TB HDD,INTEL,15.6,No,499.69000000000005
AsusPro P2540UA-AB51Full HD 1920x1080,New,Asus,Pro P2540UA-AB51,Intel Core i5,8GB,1TB HDD,INTEL,15.6,No,801.4300000000001
"Microsoft Surface Pro 9 Platino Intel Evo Core i5-1235U/16GB/256GB SSD/13"" Táctil",New,Microsoft,Surface Pro,Intel Evo Core i5,16,256,INTEL,13,Yes,1778
"Alurin AMD R5 5500U 15.6"" 8 256 con SO",New,Alurin,Alurin,AMD Radeon 5,8,256,,15.6,No,499
HPOmen 17-W295IPS Panel Full HD 1920x1080,New,HP,Omen 17-W295,Intel Core i7,16GB,256GB SSD +  1TB HDD,OTHER,17.3,No,1475.53
"Acer Aspire 3 A315-58 Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i7,8,512,INTEL,15.6,No,729
"Microsoft Surface Laptop Go Intel Core i5-1035G1/4GB/64GB eMMC/12.4"" Táctil",New,Microsoft,Surface Laptop,Intel Core i5,4,64,,12.4,Yes,686.88
ASUS M515UA-R75BLHDSS1 AMD Ryzen 7 5700U/8GB/512GB SSD/15.6'' (PT),New,Asus,M515UA,AMD Ryzen 7,8,512,,15.6,No,683.81
"ASUS F515EA-EJ1564W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,F515,Intel Core i3,8,256,INTEL,15.6,No,391.6
LenovoThinkPad E480IPS Panel Full HD 1920x1080,New,Lenovo,ThinkPad E480,Intel Core i5,8GB,256GB SSD,INTEL,14,No,1122.43
"Asus Rog Strix G15 G512LU-HN161 Intel Core i7-10750H/16GB/1TB SSD/GTX 1660Ti/15.6""",Refurbished,Asus,ROG,Intel Core i7,16,1000,GTX 1660,15.6,No,880.19
ASUS M515UA-R55BHDSB2 AMD Ryzen 5 5500U/16GB/256GB SSD/15.6'' (PT),New,Asus,M515UA,AMD Ryzen 5,16,256,INTEL,15.6,No,625.41
"Acer Predator Helios 300 PH315-53-72T7 Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Acer,Predator,Intel Core i7,16,1000,RTX 3060,15.6,No,914.64
"Apple MacBook Pro Apple M2 Max/32GB/1TB SSD/14.2"" Plata",New,Apple,MacBook Pro,Apple M2,32,1000,,14.2,No,3399
"Gigabyte AORUS 15 XE4-73ESB14SH Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/15.6""",New,Gigabyte,Aorus,Intel Core i7,16,1000,RTX 3070,15.6,No,2299
"HP Chromebook 11MK G9 Mediatek MT8183/4GB/32GB EMMC/11.6""",New,HP,Chromebook,Mediatek MT8183,4,32,INTEL,11.6,No,458
Lenovo Laptop,New,Lenovo,Ultrabook,Intel Core i7,8,256,INTEL,12,No,2012
"ASUS ZenBook 14 OLED UX3402VA-KM005W Intel Evo Core i7-1360P/16GB/512GB SSD/14""",New,Asus,ZenBook,Intel Evo Core i7,16,512,,14,No,1259.01
"Apple MacBook Pro Apple M2 Max/32GB/1TB SSD/16.2"" Plata",New,Apple,MacBook Pro,Apple M2,32,1000,,16.2,No,3799
"MSI Prestige 15 A10SC-007ES Intel Core i7-10710U/32GB/1TB SSD/GTX 1650/15.6""",New,MSI,Prestige,Intel Core i7,32,1000,GTX 1650,15.6,No,1999
"HP 15S-FQ4073NS Intel Core i5-1155G7/8GB/1TB SSD/15.6""",New,HP,15S,Intel Core i5,8,1000,,15.6,No,749
"MSI Summit E14 A11SCST-486ES Intel Core i7-1185G7/32GB/1TB SSD/GTX 1650 Ti/14"" Táctil",Refurbished,MSI,Summit,Intel Core i7,32,1000,GTX 1650,14,Yes,1582.84
Lenovo Laptop,New,Lenovo,Notebook,Intel Core i7,8,256,NVDIA,14,No,1091
Lenovo Legion 5 15ACH6-990 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX3070/15.6'' (PT),Refurbished,Lenovo,Legion,AMD Ryzen 7,16,512,RTX 3070,15.6,No,1180.29
"Gigabyte AORUS 17G XC-8ES6430RH Intel Core i7-10870H/32GB/512GB SSD/RTX 3070/17.3""",Refurbished,Gigabyte,Aorus,Intel Core i7,32,512,RTX 3070,17.3,No,1478.39
"MSI Creator Z17 A12UHT-034ES Intel Core i9-12900H/32GB/2TB SSD/RTX 3080/17"" Táctil",Refurbished,MSI,Creator,Intel Core i9,32,2000,RTX 3080,17,Yes,3899
"Apple Macbook Air 2023 Apple M2/8GB/256GB SSD/GPU Deca Core/15.3"" Medianoche",New,Apple,MacBook Air,Apple M2,8,256,INTEL,15.3,No,1599
HPEliteBook 850Full HD 1920x1080,New,HP,EliteBook 850,Intel Core i5,8GB,256GB SSD,INTEL,15.6,No,2033
LenovoIdeaPad 310-15ISKFull HD 1920x1080,New,Lenovo,IdeaPad 310-15ISK,Intel Core i3,6GB,128GB SSD,OTHER,15.6,No,608.83
DellXPS 13Quad HD+ / Touchscreen 3200x1800,New,Dell,XPS 13,Intel Core i7,16GB,1TB SSD,INTEL,13.3,Yes,2411.78
DellInspiron 3567Full HD 1920x1080,New,Dell,Inspiron 3567,Intel Core i3,4GB,1TB HDD,AMD,15.6,No,457.96
"HP ChromeBook 14b-na0017ns AMD Ryzen 3 3250C/8GB/128GB SSD/14""",New,HP,Chromebook,AMD Ryzen 3,8,128,,14,No,579.01
"MSI Katana GF66 11UE-066ES Intel Core i7-11800H/16 GB/1 TB SSD/RTX 3060/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,1000,RTX 3060,15.6,No,1699
"HP OMEN 16-n0009ns AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3060/16.1""",New,HP,Omen,AMD Ryzen 7,16,1000,RTX 3060,16.1,No,1699.01
AcerAspire R7IPS Panel Full HD / Touchscreen 1920x1080,New,Acer,Aspire R7,Intel Core i7,8GB,256GB SSD,INTEL,13.3,Yes,844.2407000000001
"ASUS ZenBook 14 UM3402YA-KP272W AMD Ryzen 5 5625U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,INTEL,14,No,868.74
"MSI Prestige 14 A10RAS-081ES Intel Core i7-10510U/16GB/1TB SSD/MX330/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,MX 330,14,No,1278.99
"Acer Extensa 15 EX215-54-34HR Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i3,8,256,,15.6,No,481.6
"Lenovo ThinkPad L490 Intel Core i7-8565U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,,14,No,1199
"HP Pavilion x360 14-ek0015ns Intel Core i5-1235U/8GB/512GB SSD/14"" Táctil",New,HP,Pavilion,Intel Core i5,8,512,,14,Yes,1149
"Microsoft Surface Pro 7 Intel Core i7-1065G7/16GB/1 TB SSD/12.3"" Platino",Refurbished,Microsoft,Surface Pro,Intel Core i7,16,1000,,12.3,No,1776.79
HPSpectre ProTouchscreen 2560x1440,New,HP,Spectre Pro,Intel Core i7,8GB,512GB SSD,INTEL,13.3,Yes,2183.8700000000003
HuaweiMateBook XIPS Panel Full HD 2160x1440,New,Huawei,MateBook X,Intel Core i5,8GB,256GB SSD,INTEL,13,No,1443.43
MSIGP62M LeopardFull HD 1920x1080,New,MSI,GP62M Leopard,Intel Core i7,8GB,128GB SSD +  1TB HDD,OTHER,15.6,No,1282.93
"Lenovo Legion Y540-15IRH Intel Core i7-9750H/16GB/1TB+256GB SSD/GTX1660Ti/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,16,256,GTX 1660,15.6,No,875.54
AsusZenBook ProFull HD 1920x1080,New,Asus,ZenBook Pro,Intel Core i7,16GB,512GB SSD,OTHER,15.6,No,2121.81
"MSI Stealth 15M A11SEK-055XES Intel Core i7-1185G7/16GB/1TB SSD/RTX 2060/15.6""",Refurbished,MSI,Stealth,Intel Core i7,16,1000,RTX 2060,15.6,No,921.04
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16GB/512GB SSD/RTX3050/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,RTX 3050,15.6,No,979
Dell Laptop,New,Dell,Ultrabook,Intel Core i7,8,256,AMD,13,No,1213
"HP ZBook Studio G9 Intel Core i7-12800H/32GB/1TB SSD/RTX A2000/16""",New,HP,Zbook,Intel Core i7,32,1000,RTX A2000,16,No,3777.49
"ASUS ExpertBook B1 B1502CBA-EJ0439W Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,16,512,,15.6,No,884.99
"MSI Katana GF66 12UE-1203XES Intel Core i5-12450H/16GB/512GB SSD/RTX3060/15.6""",New,MSI,Katana,Intel Core i5,16,512,RTX 3060,15.6,No,1349
"Vant Edge Intel Core i5-10210U/16GB/500GB SSD/14"" Negro",New,Vant,Edge,Intel Core i5,16,500,,14,No,994
HP Victus 16-d1040ns Intel Core i7-12700H/32GB/512GB SSD/RTX 3060/16.1'',New,HP,Victus,Intel Core i7,32,512,RTX 3060,16.1,No,1499.01
HP15-BW091ND (A9-9420/6GB/1TBFull HD 1920x1080,New,HP,15-BW091ND (A9-9420/6GB/1TB,,6GB,128GB SSD +  1TB HDD,AMD,15.6,No,695.5
"Lenovo Yoga Slim 9 14IAP7 Intel Evo Core i7-1280P/16 GB/1TB SSD/14"" Táctil",New,Lenovo,Yoga,Intel Evo Core i7,16,1000,INTEL,14,Yes,1979
"LG Gram 15Z90R-G.AD78B Intel Evo Core i7-1360P/32GB/1TB SSD/15""",New,LG,Gram,Intel Evo Core i7,32,1000,,15,No,1929.01
"Apple MacBook Air i5/8GB/128GB/13.3"" Plata",Refurbished,Apple,MacBook Air,Intel Core i5,8,128,,13.3,No,331.75
HPProBook 450Full HD 1920x1080,New,HP,ProBook 450,Intel Core i7,8GB,256GB SSD,OTHER,15.6,No,1090.3193
HPSpectre x360IPS Panel 4K Ultra HD 3840x2160,New,HP,Spectre x360,Intel Core i7,16GB,512GB SSD,INTEL,13.3,No,2192.4300000000003
"MSI Modern 15 A11M-1050XES Intel Core i7-1195G7/16GB/512GB SSD/15.6""",New,MSI,Modern,Intel Core i7,16,512,,15.6,No,1214.16
LenovoIdeaPad Y900-17ISKIPS Panel Full HD 1920x1080,New,Lenovo,IdeaPad Y900-17ISK,Intel Core i7,16GB,128GB SSD +  1TB HDD,OTHER,17.3,No,2450.2893
"Gigabyte AORUS 15G XB-8ES2130MD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070 SUPER/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,512,RTX 2070,15.6,No,1045.94
DellInspiron 5370IPS Panel Full HD 1920x1080,New,Dell,Inspiron 5370,Intel Core i7,8GB,256GB SSD,AMD,13.3,No,997.1116
"Apple MacBook Intel Core i5/512GB/12"" Gris Espacial",Refurbished,Apple,Macbook,Intel Core i5,8,512,,12,No,684.65
"Acer ConceptD 3 CN316-73G-75GM Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/16""",Refurbished,Acer,ConceptD,Intel Core i7,16,512,RTX 3050,16,No,1899
"HP 255 G8 AMD Ryzen 3 3250U/8 GB/256GB SSD/15.6""",New,HP,255,AMD Ryzen 3,8,256,,15.6,No,379
"Asus ROG Strix G15 G512LW-HN038 Intel Core i7-10750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,Asus,ROG,Intel Core i7,16,512,RTX 2070,15.6,No,1106.34
AcerAspire ES1-5721366x768,New,Acer,Aspire ES1-572,Intel Core i3,4GB,500GB HDD,INTEL,15.6,No,439.556
DellAlienware 154K Ultra HD 3840x2160,New,Dell,Alienware 15,Intel Core i7,16GB,256GB SSD +  1TB HDD,OTHER,15.6,No,1422.03
"Asus TUF Gaming FX505DV-AL014 AMD Ryzen 7 3750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,Asus,TUF,AMD Ryzen 7,16,512,RTX 2060,15.6,No,766.09
"Acer Predator Helios 300 PH315-55-7174 Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/15.6""",New,Acer,Predator,Intel Core i7,16,512,RTX 3060,15.6,No,1779
"Medion Akoya E15301 AMD Ryzen 7 3700U/8 GB/256GB SSD/15.6""",New,Medion,Akoya,AMD Ryzen 7,8,256,,15.6,No,478.99
"ASUS M515UA-EJ522W AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,Asus,M515UA,AMD Ryzen 5,8,512,,15.6,No,699
HPProBook 650IPS Panel Full HD 1920x1080,New,HP,ProBook 650,Intel Core i7,8GB,512GB SSD,INTEL,15.6,No,1641.38
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/16 GB/512GB SSD/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,,15.6,No,689.01
HPProBook 440Full HD 1920x1080,New,HP,ProBook 440,Intel Core i7,8GB,256GB SSD,OTHER,14,No,1268.4101
HP Laptop,New,HP,Ultrabook,Intel Core i7,8,256,INTEL,15.6,No,837
Dell Laptop,New,Dell,Notebook,Intel Core i5,8,256,INTEL,14,No,1531
ToshibaPortege Z30-C-16LFull HD 1920x1080,New,Toshiba,Portege Z30-C-16L,Intel Core i7,8GB,256GB SSD,INTEL,13.3,No,1458.41
"MSI Modern 14 C12M-052ES Intel Core i7-1255U/16GB/1TB SSD/14""",New,MSI,Modern,Intel Core i7,16,1000,,14,No,1149
"Lenovo ThinkPad E15 Gen 4 AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",New,Lenovo,ThinkPad,AMD Ryzen 7,16,512,,15.6,No,1129
HPEliteBook FolioIPS Panel 4K Ultra HD / Touchscreen 3840x2160,New,HP,EliteBook Folio,,8GB,512GB SSD,INTEL,12.5,Yes,2154.98
Acer Laptop,New,Acer,Gaming,Intel Core i5,16,256,NVDIA,15.6,No,1650
"Acer Chromebook 317 Intel Celeron N4500/8GB/128GB eMMC/17.3""",New,Acer,Chromebook,Intel Celeron,8,128,,17.3,No,499
LenovoThinkPad YogaIPS Panel Full HD / Touchscreen 1920x1080,New,Lenovo,ThinkPad Yoga,Intel Core i5,8GB,256GB SSD,INTEL,13.3,Yes,1496.93
Lenovo Laptop,New,Lenovo,Ultrabook,Intel Core i5,8,256,INTEL,14,No,2285
"Dell Vostro 3510 Intel Core i5-1135G7/16 GB/512GB SSD/15.6""",New,Dell,Vostro,Intel Core i5,16,512,,15.6,No,869
"Apple MacBook Pro Intel Core i5/16GB/1TB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i5,16,1000,,13.3,No,1491.33
Lenovo Laptop,New,Lenovo,Ultrabook,Intel Core i5,8,256,INTEL,12,No,2236
AsusFX753VE-GC155T (i7-7700HQ/16GB/1TBFull HD 1920x1080,New,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Intel Core i7,16GB,256GB SSD +  1TB HDD,OTHER,17.3,No,1609.2800000000002
Dell Laptop,New,Dell,Ultrabook,Intel Core i7,8,256,INTEL,13,No,2095
"MSI Modern 14 B11MOU-1060XES Intel Core i5-1155G7/16GB/512GB SSD/14""",Refurbished,MSI,Modern,Intel Core i5,16,512,INTEL,14,No,799
LenovoThinkpad YogaTouchscreen 2560x1440,New,Lenovo,Thinkpad Yoga,Intel Core i7,16GB,1TB SSD,INTEL,14,Yes,3021.6800000000003
"HP EliteBook 860 G9 Intel Core i7-1255U/32GB/1TB SSD/16""",New,HP,EliteBook,Intel Core i7,32,1000,,16,No,1735.35
AsusRog StrixFull HD 1920x1080,New,Asus,Rog Strix,Intel Core i7,16GB,256GB SSD +  1TB HDD,OTHER,15.6,No,2620.4300000000003
"Lenovo ThinkPad E15 Gen 4 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Lenovo,ThinkPad,Intel Core i7,16,512,,15.6,No,1395
"Alurin Go Start Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Alurin,Go,Intel Celeron,8,256,,15.6,No,299
"Acer Nitro 5 AN515-57-73QK Intel Core i7-11800H/16GB/512GB SSD/RTX 3050/15.6""",Refurbished,Acer,Nitro,Intel Core i7,16,512,RTX 3050,15.6,No,885.94
AsusZenBook FlipIPS Panel Full HD / Touchscreen 1920x1080,New,Asus,ZenBook Flip,Intel Core i5,8GB,256GB SSD,INTEL,13.3,Yes,992.96
"Acer Extensa 15 EX215-52-519J Intel Core i5-1035G1/8GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,512,,15.6,No,666.44
HPOmen 17-an012dxIPS Panel Full HD 1920x1080,New,HP,Omen 17-an012dx,Intel Core i7,12GB,1TB HDD,AMD,17.3,No,1871.43
"Acer Nitro 5 AN515-46-R80A AMD Ryzen 5 6600H/16GB/512GB SSD/RTX 3050Ti/15.6""",New,Acer,Nitro,AMD Ryzen 5,16,512,RTX 3050,15.6,No,1559
"MSI Prestige 15 A11SCX-409XES Intel Core i7-1185G7/32GB/1TB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,GTX 1650,15.6,No,1040.54
"MSI GS66 Stealth 10UE-260ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,RTX 3060,15.6,No,1659.24
"Microsoft Surface Laptop Go 2 Intel Core i5-1135G7/8GB/256GB SSD/12.4"" Táctil",New,Microsoft,Surface Laptop,Intel Core i5,8,256,,12.4,Yes,869
AsusVivoBook S15Full HD 1920x1080,New,Asus,VivoBook S15,Intel Core i7,8GB,256GB SSD,OTHER,15.6,No,1196.26
"ASUS Chromebook CX1400CNA-EK0238 Intel Celeron N3350/4GB/32GB eMMC/14""",New,Asus,Chromebook,Intel Celeron,4,32,,14,No,299
RazerBlade StealthTouchscreen / 4K Ultra HD 3840x2160,New,Razer,Blade Stealth,Intel Core i7,8GB,256GB SSD,INTEL,12.5,Yes,1101.03
"Acer Nitro 5 AN515-58-730H Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Acer,Nitro,Intel Core i7,16,1000,RTX 3060,15.6,No,1599
"MSI Raider GE76 Deluxe Edition 12UHS-053ES Intel Core i9-12900HK/64GB/2TB SSD/RTX 3080Ti/17.3""",Refurbished,MSI,Raider,Intel Core i9,64,2000,RTX 3080,17.3,No,4699
"Alurin Flex Intel Core i3-10110U/8GB/512GB SSD/14""",New,Alurin,Flex,Intel Core i3,8,512,,14,No,529
ToshibaSatellite Pro1366x768,New,Toshiba,Satellite Pro,Intel Core i5,4GB,500GB HDD,INTEL,15.6,No,834.6
"Primux Ioxbook 15CA Intel Celeron N4000/8GB/256GB SSD/15.6""",New,Primux,Ioxbook,Intel Celeron,8,256,,15.6,No,229
DellInspiron 5579Full HD / Touchscreen 1920x1080,New,Dell,Inspiron 5579,Intel Core i7,8GB,256GB SSD,INTEL,15.6,Yes,1122.43
"HP EliteBook 840 G3 Intel Core i5-6300U/16GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i5,16,512,,14,No,312.83
Dell Laptop,New,Dell,Ultrabook,Intel Core i5,8,256,INTEL,13.3,No,1842
"MSI Prestige 14 A12UC-065XES Intel Core i7-1280P/16GB/1TB SSD/RTX3050/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,RTX 3050,14,No,1499
HPElitebook 850Full HD 1920x1080,New,HP,Elitebook 850,Intel Core i7,8GB,256GB SSD,INTEL,15.6,No,1395.28
"MSI GF63 Thin 9SC-047XES Intel Corei7-9750H/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,GTX 1650,15.6,No,646.73
Dell Laptop,New,Dell,Ultrabook,Intel Core i7,8,256,INTEL,13.3,No,1841
"Acer Aspire 5 A515-45 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,Acer,Aspire,AMD Ryzen 5,8,512,,15.6,No,854.93
"MSI GL65 Leopard 10SDK-600XES Intel Core i7-10750H/16GB/1TB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,GTX 1660,15.6,No,1043.94
DellInspiron 3576Full HD 1920x1080,New,Dell,Inspiron 3576,Intel Core i5,8GB,256GB SSD,AMD,15.6,No,724.7645000000001
"Acer Swift X SFX14-41G-R477 AMD Ryzen 7 5700U/16GB/1TB SSD/RTX3050Ti/14""",New,Acer,Swift,AMD Ryzen 7,16,1000,RTX 3050,14,No,1473.01
"MSI Raider GE66 12UE-822XES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,RTX 3060,15.6,No,2099
LenovoThinkPad E5701366x768,New,Lenovo,ThinkPad E570,Intel Core i3,4GB,128GB SSD,INTEL,15.6,No,604.5500000000001
"Dell Vostro 3420 Intel Core i5-1135G7/8 GB/512GB SSD/14""",New,Dell,Vostro,Intel Core i5,8,512,,14,No,743
"ASUS TUF Gaming A16 Advantage Edition 2023 FA617XS-N3035 AMD Ryzen 9 7940HS/16GB/1TB SSD/Radeon RX 7600S/16""",New,Asus,TUF,AMD Ryzen 9,16,1000,RX 7600S,16,No,1699
LenovoYoga 510-15IKBFull HD / Touchscreen 1920x1080,New,Lenovo,Yoga 510-15IKB,Intel Core i5,8GB,256GB SSD,AMD,15.6,Yes,1026.13
"MSI Creator Z16 A12UET-011ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/16"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,RTX 3060,16,Yes,2699
LenovoV310-15ISK (i5-7200U/8GB/1TBFull HD 1920x1080,New,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Intel Core i5,8GB,128GB SSD +  1TB HDD,AMD,15.6,No,875.2065000000001
"Lenovo 300w Gen 3 AMD 3015e/4GB/128GB SSD/11.6"" Táctil",New,Lenovo,300w,AMD 3015e,4,128,,11.6,Yes,461.48
AsusVivoBook S141366x768,New,Asus,VivoBook S14,Intel Core i3,4GB,128GB SSD,INTEL,14,No,544.63
"Lenovo ThinkPad L15 Gen 3 Intel Core i5-1235U/8GB/256GB SSD/15.6""",New,Lenovo,ThinkPad,Intel Core i5,8,256,INTEL,15.6,No,1174.99
HP Laptop,New,HP,Notebook,Intel Core i7,8,256,NVDIA,17.3,No,1327
"HP 250 G8 Intel Core i3-1115G4/8 GB/512GB SSD/15.6""",New,HP,250,Intel Core i3,8,512,,15.6,No,445.89
"ASUS VivoBook Pro 16X OLED N7600ZE-L2015W Intel Core i7-12700H/16GB/512GB SSD/RTX 3050 Ti/16""",New,Asus,VivoBook,Intel Core i7,16,512,RTX 3050,16,No,1745.11
"HP 250 G8 59T50EA Intel Core i3-1115G4/8GB/512GB SSD/15.6""",New,HP,250,Intel Core i3,8,512,,15.6,No,549
"ASUS ROG Flow Z13 2022 GZ301ZE-LD183W Intel Core i9-12900H/16GB/1TB SSD/RTX 3050Ti/13.4"" Táctil",Refurbished,Asus,ROG,Intel Core i9,16,1000,RTX 3050,13.4,Yes,1899
"HP 250 G8 Intel Core i5-1135G7/8GB/512GB SSD/15.6"" Plata",Refurbished,HP,250,Intel Core i5,8,512,,15.6,No,566.58
"HP 250 G8 2W9A0EA Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,HP,250,Intel Core i3,8,256,,15.6,No,556.59
"ASUS TUF Gaming A15 2023 FA507NV-LP031W AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4060/15.6""",New,Asus,TUF,AMD Ryzen 7,16,512,RTX 4060,15.6,No,1349
"Razer Blade 17 4K 144Hz Intel Core i9-12900H/32GB/1TB SSD/RTX 3070Ti/17.3""",New,Razer,Blade,Intel Core i9,32,1000,RTX 3070,17.3,No,4499.99
"Acer Aspire 3 A317-53 Intel Core i3-1115G4/8GB/512GB SSD/17.3""",New,Acer,Aspire,Intel Core i3,8,512,INTEL,17.3,No,707.69
"MSI Creator Z17 HX Studio A13VFT-048ES Intel Core i9-13950HX/32GB/1TB SSD/RTX 4060/17"" Táctil",New,MSI,Creator,Intel Core i9,32,1000,RTX 4060,17,Yes,2979.01
AcerAspire A515-51GIPS Panel Full HD 1920x1080,New,Acer,Aspire A515-51G,Intel Core i7,8GB,256GB SSD,OTHER,15.6,No,899.87
"Asus TUF Gaming F15 FX506LH-HN129 Intel Core i7-10870H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,Asus,TUF,Intel Core i7,16,512,GTX 1650,15.6,No,606.09
"ASUS ROG Strix Scar 17  G733PY-R97B49PB1 AMD Ryzen™ 9 7945HX/32GB/2TB SSD/RTX 4090/17.3"" (PT)",New,Asus,ROG,AMD Radeon 9,32,2000,RTX 4090,17.3,No,5630.9
"Lenovo ThinkPad P16s Gen 1 Intel Core i7-1260P/16GB/512GB SSD/Quadro T550/16""",New,Lenovo,ThinkPad,Intel Core i7,16,512,T 550,16,No,2132.04
"Microsoft Surface Laptop Go 2 Intel Core i5-1135G7/8GB/128GB SSD/12.4"" Táctil Platino (PT)",New,Microsoft,Surface Laptop,Intel Core i5,8,128,,12.4,Yes,824
"MSI Prestige 15 A11SCX-019XES Intel Core i7-1185G7/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Prestige,Intel Core i7,16,512,GTX 1650,15.6,No,1529
"Asus ROG Zephyrus G14 GA401II-HE004 AMD Ryzen 7 4800HS/16GB/1TB SSD/GTX 1650Ti/14""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,GTX 1650,14,No,771.79
"HP Spectre x360 14-ef0003ns Intel Evo Core i7-1255U/16GB/1TB SSD/13.5"" Táctil",New,HP,Spectre,Intel Evo Core i7,16,1000,,13.5,Yes,1699.01
LenovoIdeaPad Y900-17ISKIPS Panel Full HD 1920x1080,New,Lenovo,IdeaPad Y900-17ISK,Intel Core i7,16GB,128GB SSD +  1TB HDD,OTHER,17.3,No,2450.2893
"Gigabyte U4 UD-50ES823SO Intel Core i5-1155G7/16GB/512GB SSD/14""",Refurbished,Gigabyte,U4,Intel Core i5,16,512,,14,No,899
"Lenovo V15 G2 ITL Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i7,16,512,,15.6,No,969
"Lenovo ThinkPad T14 Gen 1 AMD Ryzen 7 PRO 4750U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,AMD Ryzen 7,16,512,,14,No,1439.26
